Rank,IsMvp,IsMvp_Int,LgYear,Pos,Pos_Int,Lg,Year,Name,Tm,Vote Pts,1st Place,Share,WAR,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO
12,No,0,AL85,Batter,1,AL,1985,Dave Winfield,NYY,35.0,0.0,9%,3.4,155.0,633.0,105.0,174.0,26.0,114.0,19.0,52.0,0.275,0.328,0.471,0.799,,,,,,,,,,,,
13,No,0,AL85,Batter,1,AL,1985,Carlton Fisk,CHW,29.0,0.0,7%,3.3,153.0,543.0,85.0,129.0,37.0,107.0,17.0,52.0,0.238,0.32,0.488,0.808,,,,,,,,,,,,
14,No,0,AL85,Batter,1,AL,1985,Darrell Evans,DET,17.0,0.0,4%,4.2,151.0,505.0,81.0,125.0,40.0,94.0,0.0,85.0,0.248,0.356,0.519,0.875,,,,,,,,,,,,
15,No,0,AL85,Pitcher,0,AL,1985,Ron Guidry,NYY,15.0,0.0,4%,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,22.0,6.0,3.27,1.1,34.0,33.0,0.0,259.0,243.0,28.0,42.0,143.0
16,No,0,AL85,Batter,1,AL,1985,Phil Bradley,SEA,12.0,0.0,3%,4.8,159.0,641.0,100.0,192.0,26.0,88.0,22.0,55.0,0.3,0.365,0.498,0.862,,,,,,,,,,,,
17,No,0,AL85,Batter,1,AL,1985,Cal Ripken Jr.,BAL,9.0,0.0,2%,5.6,161.0,642.0,116.0,181.0,26.0,110.0,2.0,67.0,0.282,0.347,0.469,0.816,,,,,,,,,,,,
18,No,0,AL85,Batter,1,AL,1985,Kirk Gibson,DET,7.0,0.0,2%,5.4,154.0,581.0,96.0,167.0,29.0,97.0,30.0,71.0,0.287,0.364,0.518,0.882,,,,,,,,,,,,
19,No,0,AL85,Batter,1,AL,1985,Steve Balboni,KCR,6.0,0.0,2%,1.1,160.0,600.0,74.0,146.0,36.0,88.0,1.0,52.0,0.243,0.307,0.477,0.783,,,,,,,,,,,,
20,No,0,AL85,Pitcher,0,AL,1985,Tom Henke,TOR,5.0,0.0,1%,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,2.03,0.925,28.0,0.0,13.0,40.0,29.0,4.0,8.0,42.0
21,No,0,AL85,Pitcher,0,AL,1985,Doyle Alexander,TOR,3.0,0.0,1%,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,17.0,10.0,3.45,1.285,36.0,36.0,0.0,260.2,268.0,28.0,67.0,142.0
22,No,0,AL85,Pitcher,0,AL,1985,Dennis Lamp,TOR,3.0,0.0,1%,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,11.0,0.0,3.32,1.164,53.0,1.0,2.0,105.2,96.0,7.0,27.0,68.0
23,No,0,AL85,Batter,1,AL,1985,Kirby Puckett,MIN,3.0,0.0,1%,2.9,161.0,691.0,80.0,199.0,4.0,74.0,21.0,41.0,0.288,0.33,0.385,0.715,,,,,,,,,,,,
24,No,0,AL85,Batter,1,AL,1985,DÃ¡maso GarcÃ­a,TOR,2.0,0.0,1%,1.5,146.0,600.0,70.0,169.0,8.0,65.0,28.0,15.0,0.282,0.302,0.377,0.679,,,,,,,,,,,,
25,No,0,AL85,Batter,1,AL,1985,Rich Gedman,BOS,1.0,0.0,0%,5.4,144.0,498.0,66.0,147.0,18.0,80.0,2.0,50.0,0.295,0.362,0.484,0.846,,,,,,,,,,,,
1,Yes,1,NL85,Batter,1,NL,1985,Willie McGee,STL,280.0,14.0,83%,8.2,152.0,612.0,114.0,216.0,10.0,82.0,56.0,34.0,0.353,0.384,0.503,0.887,,,,,,,,,,,,
2,No,0,NL85,Batter,1,NL,1985,Dave Parker,CIN,220.0,6.0,65%,4.7,160.0,635.0,88.0,198.0,34.0,125.0,5.0,52.0,0.312,0.365,0.551,0.916,,,,,,,,,,,,
3,No,0,NL85,Batter,1,NL,1985,Pedro Guerrero,LAD,208.0,3.0,62%,8.0,137.0,487.0,99.0,156.0,33.0,87.0,12.0,83.0,0.32,0.422,0.577,0.999,,,,,,,,,,,,
4,No,0,NL85,Pitcher,0,NL,1985,Dwight Gooden,NYM,162.0,1.0,48%,13.3,35.0,93.0,11.0,21.0,1.0,9.0,0.0,5.0,0.226,0.265,0.28,0.545,24.0,4.0,1.53,0.965,35.0,35.0,0.0,276.2,198.0,13.0,69.0,268.0
5,No,0,NL85,Batter,1,NL,1985,Tom Herr,STL,119.0,0.0,35%,5.6,159.0,596.0,97.0,180.0,8.0,110.0,31.0,80.0,0.302,0.379,0.416,0.795,,,,,,,,,,,,
6,No,0,NL85,Batter,1,NL,1985,Gary Carter,NYM,116.0,0.0,35%,6.9,149.0,555.0,83.0,156.0,32.0,100.0,1.0,69.0,0.281,0.365,0.488,0.853,,,,,,,,,,,,
7,No,0,NL85,Batter,1,NL,1985,Dale Murphy,ATL,63.0,0.0,19%,5.0,162.0,616.0,118.0,185.0,37.0,111.0,10.0,90.0,0.3,0.388,0.539,0.927,,,,,,,,,,,,
8,No,0,NL85,Batter,1,NL,1985,Keith Hernandez,NYM,61.0,0.0,18%,5.0,158.0,593.0,87.0,183.0,10.0,91.0,3.0,77.0,0.309,0.384,0.43,0.814,,,,,,,,,,,,
9,No,0,NL85,Pitcher,0,NL,1985,John Tudor,STL,61.0,0.0,18%,8.2,37.0,94.0,9.0,13.0,0.0,2.0,0.0,5.0,0.138,0.182,0.213,0.395,21.0,8.0,1.93,0.938,36.0,36.0,0.0,275.0,209.0,14.0,49.0,169.0
10,No,0,NL85,Batter,1,NL,1985,Jack Clark,STL,20.0,0.0,6%,2.6,126.0,442.0,71.0,124.0,22.0,87.0,1.0,83.0,0.281,0.393,0.502,0.895,,,,,,,,,,,,
11,No,0,NL85,Batter,1,NL,1985,Vince Coleman,STL,16.0,0.0,5%,2.4,151.0,636.0,107.0,170.0,1.0,40.0,110.0,50.0,0.267,0.32,0.335,0.655,,,,,,,,,,,,
12,No,0,NL85,Batter,1,NL,1985,Tim Raines,MON,15.0,0.0,4%,7.6,150.0,575.0,115.0,184.0,11.0,41.0,70.0,81.0,0.32,0.405,0.475,0.88,,,,,,,,,,,,
13,No,0,NL85,Batter,1,NL,1985,Ryne Sandberg,CHC,14.0,0.0,4%,5.9,153.0,609.0,113.0,186.0,26.0,83.0,54.0,57.0,0.305,0.364,0.504,0.868,,,,,,,,,,,,
14,No,0,NL85,Batter,1,NL,1985,Hubie Brooks,MON,11.0,0.0,3%,2.6,156.0,605.0,67.0,163.0,13.0,100.0,6.0,34.0,0.269,0.31,0.413,0.723,,,,,,,,,,,,
15,No,0,NL85,Batter,1,NL,1985,Mike Marshall,LAD,11.0,0.0,3%,3.5,135.0,518.0,72.0,152.0,28.0,95.0,3.0,37.0,0.293,0.342,0.515,0.857,,,,,,,,,,,,
16,No,0,NL85,Pitcher,0,NL,1985,Orel Hershiser,LAD,9.0,0.0,3%,6.3,37.0,76.0,5.0,15.0,0.0,4.0,1.0,4.0,0.197,0.247,0.211,0.457,19.0,3.0,2.03,1.031,36.0,34.0,0.0,239.2,179.0,8.0,68.0,157.0
17,No,0,NL85,Batter,1,NL,1985,Keith Moreland,CHC,8.0,0.0,2%,1.3,161.0,587.0,74.0,180.0,14.0,106.0,12.0,68.0,0.307,0.374,0.44,0.814,,,,,,,,,,,,
18,No,0,NL85,Batter,1,NL,1985,Mike Scioscia,LAD,5.0,0.0,1%,5.4,141.0,429.0,47.0,127.0,7.0,53.0,3.0,77.0,0.296,0.407,0.42,0.826,,,,,,,,,,,,
19,No,0,NL85,Batter,1,NL,1985,Ozzie Smith,STL,5.0,0.0,1%,6.4,158.0,537.0,70.0,148.0,6.0,54.0,31.0,65.0,0.276,0.355,0.361,0.716,,,,,,,,,,,,
20,No,0,NL85,Pitcher,0,NL,1985,Jeff Reardon,MON,4.0,0.0,1%,1.2,63.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.286,0.286,0.286,0.571,2.0,8.0,3.18,1.072,63.0,0.0,41.0,87.2,68.0,7.0,26.0,67.0
21,No,0,NL85,Batter,1,NL,1985,JosÃ© Cruz,HOU,2.0,0.0,1%,3.1,141.0,544.0,69.0,163.0,9.0,79.0,16.0,43.0,0.3,0.349,0.426,0.776,,,,,,,,,,,,
22,No,0,NL85,Batter,1,NL,1985,Bill Doran,HOU,2.0,0.0,1%,5.4,148.0,578.0,84.0,166.0,14.0,59.0,23.0,71.0,0.287,0.362,0.434,0.797,,,,,,,,,,,,
23,No,0,NL85,Batter,1,NL,1985,Mariano Duncan,LAD,1.0,0.0,0%,1.8,142.0,562.0,74.0,137.0,6.0,39.0,38.0,38.0,0.244,0.293,0.34,0.633,,,,,,,,,,,,
24,No,0,NL85,Batter,1,NL,1985,Tony Gwynn,SDP,1.0,0.0,0%,5.2,154.0,622.0,90.0,197.0,6.0,46.0,14.0,45.0,0.317,0.364,0.408,0.773,,,,,,,,,,,,
25,No,0,NL85,Pitcher,0,NL,1985,Fernando Valenzuela,LAD,1.0,0.0,0%,5.9,35.0,97.0,7.0,21.0,1.0,7.0,0.0,0.0,0.216,0.214,0.268,0.482,17.0,10.0,2.45,1.146,35.0,35.0,0.0,272.1,211.0,14.0,101.0,208.0
26,No,0,NL85,Batter,1,NL,1985,Glenn Wilson,PHI,1.0,0.0,0%,2.6,161.0,608.0,73.0,167.0,14.0,102.0,7.0,35.0,0.275,0.311,0.424,0.735,,,,,,,,,,,,
1,Yes,1,AL86,Pitcher,0,AL,1986,Roger Clemens,BOS,339.0,19.0,86%,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,4.0,2.48,0.969,33.0,33.0,0.0,254.0,179.0,21.0,67.0,238.0
2,No,0,AL86,Batter,1,AL,1986,Don Mattingly,NYY,258.0,5.0,66%,7.2,162.0,677.0,117.0,238.0,31.0,113.0,0.0,53.0,0.352,0.394,0.573,0.967,,,,,,,,,,,,
3,No,0,AL86,Batter,1,AL,1986,Jim Rice,BOS,241.0,4.0,61%,5.6,157.0,618.0,98.0,200.0,20.0,110.0,0.0,62.0,0.324,0.384,0.49,0.874,,,,,,,,,,,,
4,No,0,AL86,Batter,1,AL,1986,George Bell,TOR,125.0,0.0,32%,3.8,159.0,641.0,101.0,198.0,31.0,108.0,7.0,41.0,0.309,0.349,0.532,0.881,,,,,,,,,,,,
5,No,0,AL86,Batter,1,AL,1986,Jesse Barfield,TOR,107.0,0.0,27%,7.6,158.0,589.0,107.0,170.0,40.0,108.0,8.0,69.0,0.289,0.368,0.559,0.927,,,,,,,,,,,,
6,No,0,AL86,Batter,1,AL,1986,Kirby Puckett,MIN,105.0,0.0,27%,5.7,161.0,680.0,119.0,223.0,31.0,96.0,20.0,34.0,0.328,0.366,0.537,0.903,,,,,,,,,,,,
7,No,0,AL86,Batter,1,AL,1986,Wade Boggs,BOS,87.0,0.0,22%,8.1,149.0,580.0,107.0,207.0,8.0,71.0,0.0,105.0,0.357,0.453,0.486,0.939,,,,,,,,,,,,
8,No,0,AL86,Batter,1,AL,1986,Wally Joyner,CAL,74.0,0.0,19%,3.2,154.0,593.0,82.0,172.0,22.0,100.0,5.0,57.0,0.29,0.348,0.457,0.805,,,,,,,,,,,,
9,No,0,AL86,Batter,1,AL,1986,Joe Carter,CLE,72.0,0.0,18%,5.7,162.0,663.0,108.0,200.0,29.0,121.0,29.0,32.0,0.302,0.335,0.514,0.849,,,,,,,,,,,,
10,No,0,AL86,Pitcher,0,AL,1986,Dave Righetti,NYY,71.0,0.0,18%,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.0,8.0,2.45,1.153,74.0,0.0,46.0,106.2,88.0,4.0,35.0,83.0
11,No,0,AL86,Batter,1,AL,1986,Doug DeCinces,CAL,56.0,0.0,14%,2.5,140.0,512.0,69.0,131.0,26.0,96.0,2.0,52.0,0.256,0.325,0.459,0.784,,,,,,,,,,,,
12,No,0,AL86,Pitcher,0,AL,1986,Mike Witt,CAL,34.0,0.0,9%,6.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,18.0,10.0,2.84,1.082,34.0,34.0,0.0,269.0,218.0,22.0,73.0,208.0
13,No,0,AL86,Batter,1,AL,1986,Don Baylor,BOS,32.0,0.0,8%,1.6,160.0,585.0,93.0,139.0,31.0,94.0,3.0,62.0,0.238,0.344,0.439,0.783,,,,,,,,,,,,
14,No,0,AL86,Batter,1,AL,1986,Tony Fernández,TOR,17.0,0.0,4%,5.0,163.0,687.0,91.0,213.0,10.0,65.0,25.0,27.0,0.31,0.338,0.428,0.766,,,,,,,,,,,,
15,No,0,AL86,Pitcher,0,AL,1986,Teddy Higuera,MIL,7.0,0.0,2%,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,20.0,11.0,2.79,1.208,34.0,34.0,0.0,248.1,226.0,26.0,74.0,207.0
16,No,0,AL86,Batter,1,AL,1986,Gary Gaetti,MIN,6.0,0.0,2%,5.8,157.0,596.0,91.0,171.0,34.0,108.0,14.0,52.0,0.287,0.347,0.518,0.865,,,,,,,,,,,,
17,No,0,AL86,Batter,1,AL,1986,Marty Barrett,BOS,5.0,0.0,1%,2.9,158.0,625.0,94.0,179.0,4.0,60.0,15.0,65.0,0.286,0.353,0.381,0.733,,,,,,,,,,,,
18,No,0,AL86,Batter,1,AL,1986,Scott Fletcher,TEX,5.0,0.0,1%,4.7,147.0,530.0,82.0,159.0,3.0,50.0,12.0,47.0,0.3,0.36,0.4,0.76,,,,,,,,,,,,
19,No,0,AL86,Batter,1,AL,1986,Pete O'Brien,TEX,5.0,0.0,1%,4.5,156.0,551.0,86.0,160.0,23.0,90.0,4.0,87.0,0.29,0.385,0.468,0.854,,,,,,,,,,,,
20,No,0,AL86,Batter,1,AL,1986,José Canseco,OAK,3.0,0.0,1%,3.0,157.0,600.0,85.0,144.0,33.0,117.0,15.0,65.0,0.24,0.318,0.457,0.775,,,,,,,,,,,,
21,No,0,AL86,Batter,1,AL,1986,Jim Presley,SEA,2.0,0.0,1%,2.1,155.0,616.0,83.0,163.0,27.0,107.0,0.0,32.0,0.265,0.303,0.463,0.766,,,,,,,,,,,,
22,No,0,AL86,Batter,1,AL,1986,Dick Schofield,CAL,1.0,0.0,0%,4.2,139.0,458.0,67.0,114.0,13.0,57.0,23.0,48.0,0.249,0.321,0.397,0.719,,,,,,,,,,,,
1,Yes,1,NL86,Batter,1,NL,1986,Mike Schmidt,PHI,287.0,15.0,85%,6.1,160.0,552.0,97.0,160.0,37.0,119.0,1.0,89.0,0.29,0.39,0.547,0.937,,,,,,,,,,,,
2,No,0,NL86,Batter,1,NL,1986,Glenn Davis,HOU,231.0,6.0,69%,4.5,158.0,574.0,91.0,152.0,31.0,101.0,3.0,64.0,0.265,0.344,0.493,0.837,,,,,,,,,,,,
3,No,0,NL86,Batter,1,NL,1986,Gary Carter,NYM,181.0,1.0,54%,3.6,132.0,490.0,81.0,125.0,24.0,105.0,1.0,62.0,0.255,0.337,0.439,0.776,,,,,,,,,,,,
4,No,0,NL86,Batter,1,NL,1986,Keith Hernandez,NYM,179.0,2.0,53%,5.5,149.0,551.0,94.0,171.0,13.0,83.0,2.0,94.0,0.31,0.413,0.446,0.859,,,,,,,,,,,,
5,No,0,NL86,Batter,1,NL,1986,Dave Parker,CIN,144.0,0.0,43%,0.3,162.0,637.0,89.0,174.0,31.0,116.0,1.0,56.0,0.273,0.33,0.477,0.807,,,,,,,,,,,,
6,No,0,NL86,Batter,1,NL,1986,Tim Raines,MON,99.0,0.0,29%,5.5,151.0,580.0,91.0,194.0,9.0,62.0,70.0,78.0,0.334,0.413,0.476,0.889,,,,,,,,,,,,
7,No,0,NL86,Batter,1,NL,1986,Kevin Bass,HOU,73.0,0.0,22%,5.2,157.0,591.0,83.0,184.0,20.0,79.0,22.0,38.0,0.311,0.357,0.486,0.842,,,,,,,,,,,,
8,No,0,NL86,Batter,1,NL,1986,Von Hayes,PHI,41.0,0.0,12%,5.0,158.0,610.0,107.0,186.0,19.0,98.0,24.0,74.0,0.305,0.379,0.48,0.859,,,,,,,,,,,,
9,No,0,NL86,Batter,1,NL,1986,Tony Gwynn,SDP,34.0,0.0,10%,6.7,160.0,642.0,107.0,211.0,14.0,59.0,37.0,52.0,0.329,0.381,0.467,0.848,,,,,,,,,,,,
10,No,0,NL86,Pitcher,0,NL,1986,Mike Scott,HOU,33.0,0.0,10%,8.2,38.0,95.0,7.0,12.0,0.0,3.0,0.0,2.0,0.126,0.144,0.147,0.292,18.0,10.0,2.22,0.923,37.0,37.0,0.0,275.1,182.0,17.0,72.0,306.0
11,No,0,NL86,Batter,1,NL,1986,Bill Doran,HOU,32.0,0.0,10%,3.5,145.0,550.0,92.0,152.0,6.0,37.0,42.0,81.0,0.276,0.368,0.373,0.741,,,,,,,,,,,,
12,No,0,NL86,Batter,1,NL,1986,Eric Davis,CIN,21.0,0.0,6%,5.3,132.0,415.0,97.0,115.0,27.0,71.0,80.0,68.0,0.277,0.378,0.523,0.901,,,,,,,,,,,,
13,No,0,NL86,Batter,1,NL,1986,Steve Sax,LAD,13.0,0.0,4%,4.9,157.0,633.0,91.0,210.0,6.0,56.0,40.0,59.0,0.332,0.39,0.441,0.83,,,,,,,,,,,,
14,No,0,NL86,Batter,1,NL,1986,Ray Knight,NYM,9.0,0.0,3%,2.4,137.0,486.0,51.0,145.0,11.0,76.0,2.0,40.0,0.298,0.351,0.424,0.775,,,,,,,,,,,,
15,No,0,NL86,Pitcher,0,NL,1986,Mike Krukow,SFG,8.0,0.0,2%,3.5,35.0,82.0,7.0,12.0,0.0,8.0,1.0,4.0,0.146,0.186,0.159,0.345,20.0,9.0,3.05,1.057,34.0,34.0,0.0,245.0,204.0,24.0,55.0,178.0
16,No,0,NL86,Pitcher,0,NL,1986,Todd Worrell,STL,7.0,0.0,2%,2.6,74.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.143,0.143,0.429,0.571,9.0,10.0,2.08,1.225,74.0,0.0,36.0,103.2,86.0,9.0,41.0,73.0
17,No,0,NL86,Pitcher,0,NL,1986,Roger McDowell,NYM,5.0,0.0,1%,1.6,75.0,18.0,1.0,5.0,0.0,3.0,0.0,1.0,0.278,0.316,0.278,0.594,14.0,9.0,3.02,1.164,75.0,0.0,22.0,128.0,107.0,4.0,42.0,65.0
18,No,0,NL86,Pitcher,0,NL,1986,Dave Smith,HOU,5.0,0.0,1%,1.3,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.73,1.089,54.0,0.0,33.0,56.0,39.0,5.0,22.0,46.0
19,No,0,NL86,Batter,1,NL,1986,Lenny Dykstra,NYM,4.0,0.0,1%,4.7,147.0,431.0,77.0,127.0,8.0,45.0,31.0,58.0,0.295,0.377,0.445,0.822,,,,,,,,,,,,
20,No,0,NL86,Pitcher,0,NL,1986,Fernando Valenzuela,LAD,4.0,0.0,1%,6.1,39.0,109.0,5.0,24.0,0.0,7.0,0.0,0.0,0.22,0.218,0.257,0.475,21.0,11.0,3.14,1.155,34.0,34.0,0.0,269.1,226.0,18.0,85.0,242.0
21,No,0,NL86,Batter,1,NL,1986,Candy Maldonado,SFG,2.0,0.0,1%,1.6,133.0,405.0,49.0,102.0,18.0,85.0,4.0,20.0,0.252,0.289,0.477,0.766,,,,,,,,,,,,
22,No,0,NL86,Batter,1,NL,1986,Dale Murphy,ATL,2.0,0.0,1%,2.6,160.0,614.0,89.0,163.0,29.0,83.0,7.0,75.0,0.265,0.347,0.477,0.824,,,,,,,,,,,,
23,No,0,NL86,Pitcher,0,NL,1986,Bob Ojeda,NYM,2.0,0.0,1%,4.3,32.0,71.0,3.0,8.0,0.0,0.0,0.0,1.0,0.113,0.125,0.113,0.238,18.0,5.0,2.57,1.09,32.0,30.0,0.0,217.1,185.0,15.0,52.0,148.0
1,Yes,1,AL87,Batter,1,AL,1987,George Bell,TOR,332.0,16.0,85%,5.0,156.0,610.0,111.0,188.0,47.0,134.0,5.0,39.0,0.308,0.352,0.605,0.957,,,,,,,,,,,,
2,No,0,AL87,Batter,1,AL,1987,Alan Trammell,DET,311.0,12.0,79%,8.2,151.0,597.0,109.0,205.0,28.0,105.0,21.0,60.0,0.343,0.402,0.551,0.953,,,,,,,,,,,,
3,No,0,AL87,Batter,1,AL,1987,Kirby Puckett,MIN,201.0,0.0,51%,4.2,157.0,624.0,96.0,207.0,28.0,99.0,12.0,32.0,0.332,0.367,0.534,0.9,,,,,,,,,,,,
4,No,0,AL87,Batter,1,AL,1987,Dwight Evans,BOS,127.0,0.0,32%,4.8,154.0,541.0,109.0,165.0,34.0,123.0,4.0,106.0,0.305,0.417,0.569,0.986,,,,,,,,,,,,
5,No,0,AL87,Batter,1,AL,1987,Paul Molitor,MIL,125.0,0.0,32%,6.0,118.0,465.0,114.0,164.0,16.0,75.0,45.0,69.0,0.353,0.438,0.566,1.003,,,,,,,,,,,,
6,No,0,AL87,Batter,1,AL,1987,Mark McGwire,OAK,109.0,0.0,28%,5.1,151.0,557.0,97.0,161.0,49.0,118.0,1.0,71.0,0.289,0.37,0.618,0.987,,,,,,,,,,,,
7,No,0,AL87,Batter,1,AL,1987,Don Mattingly,NYY,92.0,0.0,23%,5.1,141.0,569.0,93.0,186.0,30.0,115.0,1.0,51.0,0.327,0.378,0.559,0.937,,,,,,,,,,,,
8,No,0,AL87,Batter,1,AL,1987,Tony Fernández,TOR,79.0,0.0,20%,5.1,146.0,578.0,90.0,186.0,5.0,67.0,32.0,51.0,0.322,0.379,0.426,0.805,,,,,,,,,,,,
9,No,0,AL87,Batter,1,AL,1987,Wade Boggs,BOS,64.0,0.0,16%,8.3,147.0,551.0,108.0,200.0,24.0,89.0,1.0,105.0,0.363,0.461,0.588,1.049,,,,,,,,,,,,
10,No,0,AL87,Batter,1,AL,1987,Gary Gaetti,MIN,47.0,0.0,12%,2.4,154.0,584.0,95.0,150.0,31.0,109.0,10.0,37.0,0.257,0.303,0.485,0.788,,,,,,,,,,,,
11,No,0,AL87,Pitcher,0,AL,1987,Jeff Reardon,MIN,37.0,0.0,9%,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,8.0,8.0,4.48,1.22,63.0,0.0,31.0,80.1,70.0,14.0,28.0,83.0
12,No,0,AL87,Batter,1,AL,1987,Darrell Evans,DET,21.0,0.0,5%,4.9,150.0,499.0,90.0,128.0,34.0,99.0,6.0,100.0,0.257,0.379,0.501,0.88,,,,,,,,,,,,
13,No,0,AL87,Pitcher,0,AL,1987,Doyle Alexander,DET,17.0,0.0,4%,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,9.0,0.0,1.53,1.008,11.0,11.0,0.0,88.1,63.0,3.0,26.0,44.0
14,No,0,AL87,Pitcher,0,AL,1987,Tom Henke,TOR,17.0,0.0,4%,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,6.0,2.49,0.926,72.0,0.0,34.0,94.0,62.0,10.0,25.0,128.0
15,No,0,AL87,Batter,1,AL,1987,Wally Joyner,CAL,17.0,0.0,4%,4.1,149.0,564.0,100.0,161.0,34.0,117.0,8.0,72.0,0.285,0.366,0.528,0.894,,,,,,,,,,,,
16,No,0,AL87,Batter,1,AL,1987,Kent Hrbek,MIN,11.0,0.0,3%,4.0,143.0,477.0,85.0,136.0,34.0,90.0,5.0,84.0,0.285,0.389,0.545,0.934,,,,,,,,,,,,
17,No,0,AL87,Batter,1,AL,1987,Danny Tartabull,KCR,10.0,0.0,3%,2.2,158.0,582.0,95.0,180.0,34.0,101.0,9.0,79.0,0.309,0.39,0.541,0.931,,,,,,,,,,,,
18,No,0,AL87,Batter,1,AL,1987,Robin Yount,MIL,8.0,0.0,2%,3.3,158.0,635.0,99.0,198.0,21.0,103.0,19.0,76.0,0.312,0.384,0.479,0.862,,,,,,,,,,,,
19,No,0,AL87,Pitcher,0,AL,1987,Roger Clemens,BOS,7.0,0.0,2%,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,20.0,9.0,2.97,1.175,36.0,36.0,0.0,281.2,248.0,19.0,83.0,256.0
20,No,0,AL87,Pitcher,0,AL,1987,Jack Morris,DET,5.0,0.0,1%,5.1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,3.38,1.203,34.0,34.0,0.0,266.0,227.0,39.0,93.0,208.0
21,No,0,AL87,Batter,1,AL,1987,Kevin Seitzer,KCR,5.0,0.0,1%,5.5,161.0,641.0,105.0,207.0,15.0,83.0,12.0,80.0,0.323,0.399,0.47,0.869,,,,,,,,,,,,
22,No,0,AL87,Batter,1,AL,1987,Rubén Sierra,TEX,5.0,0.0,1%,1.0,158.0,643.0,97.0,169.0,30.0,109.0,16.0,39.0,0.263,0.302,0.47,0.771,,,,,,,,,,,,
23,No,0,AL87,Batter,1,AL,1987,José Canseco,OAK,4.0,0.0,1%,1.6,159.0,630.0,81.0,162.0,31.0,113.0,15.0,50.0,0.257,0.31,0.47,0.78,,,,,,,,,,,,
24,No,0,AL87,Batter,1,AL,1987,Matt Nokes,DET,1.0,0.0,0%,3.4,135.0,461.0,69.0,133.0,32.0,87.0,2.0,35.0,0.289,0.345,0.536,0.88,,,,,,,,,,,,
1,Yes,1,NL87,Batter,1,NL,1987,Andre Dawson,CHC,269.0,11.0,80%,4.0,153.0,621.0,90.0,178.0,49.0,137.0,11.0,32.0,0.287,0.328,0.568,0.896,,,,,,,,,,,,
2,No,0,NL87,Batter,1,NL,1987,Ozzie Smith,STL,193.0,9.0,57%,6.4,158.0,600.0,104.0,182.0,0.0,75.0,43.0,89.0,0.303,0.392,0.383,0.775,,,,,,,,,,,,
3,No,0,NL87,Batter,1,NL,1987,Jack Clark,STL,186.0,3.0,55%,5.4,131.0,419.0,93.0,120.0,35.0,106.0,1.0,136.0,0.286,0.459,0.597,1.055,,,,,,,,,,,,
4,No,0,NL87,Pitcher,0,NL,1987,Tim Wallach,MON,165.0,1.0,49%,4.3,153.0,593.0,89.0,177.0,26.0,123.0,9.0,37.0,0.298,0.343,0.514,0.858,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5,No,0,NL87,Batter,1,NL,1987,Will Clark,SFG,128.0,0.0,38%,4.2,150.0,529.0,89.0,163.0,35.0,91.0,5.0,49.0,0.308,0.371,0.58,0.951,,,,,,,,,,,,
6,No,0,NL87,Batter,1,NL,1987,Darryl Strawberry,NYM,95.0,0.0,28%,6.4,154.0,532.0,108.0,151.0,39.0,104.0,36.0,97.0,0.284,0.398,0.583,0.981,,,,,,,,,,,,
7,No,0,NL87,Batter,1,NL,1987,Tim Raines,MON,80.0,0.0,24%,6.7,139.0,530.0,123.0,175.0,18.0,68.0,50.0,90.0,0.33,0.429,0.526,0.955,,,,,,,,,,,,
8,No,0,NL87,Batter,1,NL,1987,Tony Gwynn,SDP,75.0,0.0,22%,8.6,157.0,589.0,119.0,218.0,7.0,54.0,56.0,82.0,0.37,0.447,0.511,0.958,,,,,,,,,,,,
9,No,0,NL87,Batter,1,NL,1987,Eric Davis,CIN,73.0,0.0,22%,7.9,129.0,474.0,120.0,139.0,37.0,100.0,50.0,84.0,0.293,0.399,0.593,0.991,,,,,,,,,,,,
10,No,0,NL87,Batter,1,NL,1987,Howard Johnson,NYM,42.0,0.0,13%,4.4,157.0,554.0,93.0,147.0,36.0,99.0,32.0,83.0,0.265,0.364,0.504,0.868,,,,,,,,,,,,
